/* DATA DESCRIPTION:
Citation:	Crundwell, M et al. (2008): (Appendix 1) Planktonic foraminifera abundances in ODP Site 181-1123, doi:10.1594/PANGAEA.706108,
	In Supplement to: Crundwell, Martin; Scott, George H; Naish, Tim R; Carter, Lionel (2008): Glacial-interglacial ocean climate variability from planktonic foraminifera during the Mid-Pleistocene transition in the temperate Southwest Pacific, ODP Site 1123, Palaeogeography, Palaeoclimatology, Palaeoecology, 260(1-2), 202-229, doi:10.1016/j.palaeo.2007.08.023
Project(s):	Ocean Drilling Program (ODP) (URI: http://odp.pangaea.de/)
Coverage:	WEST: -171.4990 * EAST: -171.4990 * SOUTH: -41.7860 * NORTH: -41.7860
	MINIMUM AGE: 0.600 ka BP * MAXIMUM AGE: 1185.500 ka BP
	MINIMUM DEPTH, sediment: 0.0 m * MAXIMUM DEPTH, sediment: 45.1 m
Event(s):	181-1123 * LATITUDE: -41.7860 * LONGITUDE: -171.4990 * ELEVATION: -3290.0 m * DATE/TIME: 1998-09-12T00:00:00 * DATE/TIME 2: 1998-09-24T00:00:00 * RECOVERY: 899.50 m * PENETRATION: 1279.90 m * CAMPAIGN: Leg181 (URI: doi:10.2973/odp.proc.ir.181.2000) * BASIS: Joides Resolution (URI: http://odp.pangaea.de/resolutn.html) * DEVICE: Composite Core * COMMENT: 102 cores; 957 m cored; 322.9 m drilled; 94% recovery
Comment:	Age model of Hall et al. (2001, doi:10.1038/35090552)
Parameter(s):	DEPTH, sediment [m] (Depth) * Geocode
	AGE [ka BP] (Age) * Geocode
	Sample code/label (Label) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: ODP sample designation (URI: hdl:10013/epic.27914.d001)
	Globoconella inflata [#] (G. inflata) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Truncorotalia crassaformis [#] (T. crassaformis) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Truncorotalia crassula [#] (T. crassula) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Truncorotalia truncatulinoides dextralis [#] (T. truncatulinoides d) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Truncorotalia truncatulinoides sinistralis [#] (T. truncatulinoides s) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Hirsutella hirsuta [#] (H. hirsuta) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Hirsutella scitula [#] (H. scitula) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Globigerina bulloides [#] (G. bulloides) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Globigerina falconensis [#] (G. falconensis) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Turborotalia quinqueloba [#] (T. quinqueloba) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Turborotalia humilis [#] (T. humilis) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Globigerinella aequilateralis [#] (G. aequilateralis) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Globigerinella calida [#] (G. calida) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Globigerinita glutinata [#] (G. glutinata) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Neogloboquadrina incompta [#] (N. incompta) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Neogloboquadrina pachyderma [#] (N. pachyderma) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Globigerinoides ruber unspec. [#] (G. ruber) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Globigerinoides sacculifer [#] (G. sacculifer) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Orbulina universa [#] (O. universa) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Sphaeroidinella dehiscens [#] (S. dehiscens) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Beella digitata [#] (B. digitata) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Pulleniatina obliquiloculata [#] (P. obliquiloculata) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Foraminifera, planktic [#] (Foram plankt) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Foraminifera, benthic [#] (Foram bent) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Ostracoda [#] (Ostracoda) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Radiolarians [#] (Radiolarians) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Sponge spiculae [#] (Sponge spic) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Echinoid spine [#] (Echinoid spine) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Fish teeth [#] (Fish teeth) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Pyrite [#] (Pyrite) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction * COMMENT: Pyrite aggregates
	Volcanic glass [#] (Volc glass) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction * COMMENT: Glass shrds/pumice
	Foraminifera, planktic, fragments [#] (Foram plankt frag) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Fragmentation index, planktic foraminifera [%] (Fragm plank foram) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: calculated (Le and Shackleton, 1992) (URI: doi:10.1029/91PA02854)
Size:	16592 data points
*/
Depth [m]	Age [ka BP]	Label	G. inflata [#]	T. crassaformis [#]	T. crassula [#]	T. truncatulinoides d [#]	T. truncatulinoides s [#]	H. hirsuta [#]	H. scitula [#]	G. bulloides [#]	G. falconensis [#]	T. quinqueloba [#]	T. humilis [#]	G. aequilateralis [#]	G. calida [#]	G. glutinata [#]	N. incompta [#]	N. pachyderma [#]	G. ruber [#]	G. sacculifer [#]	O. universa [#]	S. dehiscens [#]	B. digitata [#]	P. obliquiloculata [#]	Foram plankt [#]	Foram bent [#]	Ostracoda [#]	Radiolarians [#]	Sponge spic [#]	Echinoid spine [#]	Fish teeth [#]	Pyrite [#]	Volc glass [#]	Foram plankt frag [#]	Fragm plank foram [%]
4.43	98.6	181-1123C-1H-3,143-145	57	0	0	1	9	1	0	64	6	4	0	1	0	6	143	1	0	0	0	0	1	0	294	7	0	2	0	0	0	0	0	141	5.5
4.56	102.3	181-1123C-1H-4,6-8	123	0	0	2	12	0	0	51	5	0	0	0	0	6	162	7	1	0	2	0	0	0	371	5	0	5	0	0	0	0	0	214	6.6
4.66	105.0	181-1123C-1H-4,16-18	93	0	0	0	9	0	1	44	0	2	0	0	0	5	120	3	5	0	2	0	0	0	284	2	0	7	0	0	0	0	0	186	7.5
4.76	107.8	181-1123C-1H-4,26-28	89	0	0	0	13	0	0	36	0	1	0	0	0	5	145	7	2	0	2	0	0	0	300	16	0	10	0	0	0	0	0	203	7.4
4.86	110.5	181-1123C-1H-4,36-38	68	0	0	0	10	0	0	57	1	5	0	0	0	7	155	8	1	0	0	0	0	0	312	4	1	23	0	0	0	0	0	158	5.9
4.96	113.3	181-1123C-1H-4,46-48	86	0	0	0	1	2	0	56	1	7	0	0	0	4	162	2	3	0	1	0	0	0	325	5	0	56	1	0	0	0	0	219	7.7
5.06	116.0	181-1123C-1H-4,56-58	89	0	0	0	3	9	0	83	9	0	0	0	0	10	115	1	11	0	6	0	0	0	336	8	0	14	0	0	0	0	0	242	8.1
5.16	118.8	181-1123C-1H-4,66-68	119	0	5	1	11	5	0	102	15	1	0	4	0	10	76	2	18	0	7	0	3	0	379	9	0	14	0	0	0	0	0	240	7.2
5.26	121.6	181-1123C-1H-4,76-78	79	0	3	8	9	0	0	107	7	7	0	2	0	8	45	1	16	0	13	0	1	0	306	2	0	10	0	0	0	0	0	109	4.2
5.35	124.0	181-1123C-1H-4,85-87	48	0	0	3	17	1	5	104	13	15	0	5	0	22	62	2	16	0	4	0	0	0	317	2	0	0	0	0	0	0	1	49	1.9
5.46	127.1	181-1123C-1H-4,96-98	37	0	0	1	43	0	1	100	4	13	0	4	0	17	96	7	3	0	3	0	0	0	329	5	0	7	0	0	0	0	0	133	4.7
5.56	129.8	181-1123C-1H-4,106-108	54	0	0	1	31	0	1	112	3	15	0	0	0	23	48	25	0	0	6	0	0	0	319	5	0	0	0	0	0	0	0	206	7.4
5.66	132.6	181-1123C-1H-4,116-118	57	0	0	1	13	0	3	106	2	22	0	1	0	16	46	41	0	0	2	0	0	0	310	11	0	5	0	0	0	0	0	148	5.4
5.76	135.3	181-1123C-1H-4,126-128	53	0	0	0	15	0	0	81	0	16	0	0	0	21	56	43	0	0	0	0	0	0	285	6	0	6	0	0	0	0	0	149	6.0
5.86	138.1	181-1123C-1H-4,136-138	28	0	0	0	12	0	2	73	0	16	0	0	0	15	87	43	0	0	2	0	0	0	278	13	2	1	0	0	0	0	0	104	4.3
5.94	140.3	181-1123C-1H-4,144-146	25	0	0	0	15	0	2	58	2	20	0	1	0	20	110	45	0	0	1	0	0	0	299	6	1	8	0	0	0	0	0	118	4.6
6.06	143.1	181-1123C-1H-5,6-8	33	0	0	0	14	0	2	57	0	6	0	0	0	18	179	6	3	0	1	0	0	0	319	6	0	21	0	0	0	0	0	123	4.5
6.16	145.5	181-1123C-1H-5,16-18	41	0	0	0	14	0	0	56	2	5	0	0	0	21	181	7	1	0	3	0	0	0	331	6	0	38	0	0	0	0	1	133	4.7
6.26	148.0	181-1123C-1H-5,26-28	30	0	0	0	18	0	0	51	0	3	0	2	0	18	160	3	0	0	1	0	1	0	287	5	0	8	0	0	0	0	1	98	4.0
6.36	150.4	181-1123C-1H-5,36-38	29	0	0	0	13	0	1	55	1	13	0	0	0	16	188	1	0	0	0	0	0	0	317	1	0	9	0	0	0	0	0	107	4.0
6.46	152.9	181-1123C-1H-5,46-48	27	0	0	0	16	0	6	65	1	17	0	0	0	20	206	9	0	0	3	0	0	0	370	0	0	33	0	0	0	0	0	145	4.7
6.56	155.3	181-1123C-1H-5,56-58	46	0	0	0	11	0	1	61	0	7	0	0	0	10	156	6	0	0	0	0	0	0	298	4	0	17	1	0	0	0	0	98	3.9
6.66	157.7	181-1123C-1H-5,66-68	38	0	0	0	7	0	0	58	0	19	0	0	0	17	153	7	0	0	0	0	0	0	299	6	0	29	0	1	0	3	0	139	5.4
6.76	160.2	181-1123C-1H-5,76-78	33	0	0	1	16	0	4	63	1	9	0	0	0	18	142	16	0	0	4	0	0	0	307	10	0	24	0	0	0	0	0	157	5.8
6.86	162.6	181-1123C-1H-5,86-88	30	0	0	0	11	0	5	67	1	12	0	0	0	13	153	7	2	0	4	0	1	0	306	9	0	14	0	2	0	0	0	201	7.4
6.96	165.1	181-1123C-1H-5,96-98	43	0	0	1	15	0	2	60	1	7	0	0	1	11	143	17	1	0	1	0	0	0	303	4	0	10	0	2	0	0	0	176	6.7
7.06	167.5	181-1123C-1H-5,106-108	53	0	0	0	20	0	4	79	0	18	0	0	3	13	111	12	0	0	4	0	0	0	317	5	0	5	0	2	0	0	0	251	8.9
7.16	169.9	181-1123C-1H-5,116-118	44	0	0	0	18	0	1	77	1	16	0	1	0	12	121	9	0	0	2	0	0	0	302	9	0	12	0	0	0	0	0	191	7.1
7.26	172.4	181-1123C-1H-5,126-128	46	0	0	0	24	0	2	76	1	9	0	1	0	8	133	8	0	0	1	0	1	0	310	6	0	0	0	1	0	0	0	133	5.0
7.36	174.8	181-1123C-1H-5,136-138	53	0	0	0	15	0	3	41	2	7	0	1	0	18	153	7	1	0	0	0	0	0	301	5	0	11	0	0	0	0	0	125	4.9
7.42	176.3	181-1123C-1H-5,142-144	54	0	0	0	19	0	5	60	2	8	0	2	0	16	143	5	0	0	0	0	1	0	315	4	1	16	0	0	0	0	0	89	3.4
8.19	177.5	181-1123B-2H-4,29-31	68	0	0	1	20	0	2	72	11	7	0	2	0	13	237	3	1	0	5	0	0	0	442	1	0	9	0	0	0	1	0	172	4.6
8.30	180.2	181-1123B-2H-4,40-42	70	0	0	1	32	0	5	112	3	5	0	0	0	23	261	6	1	0	4	0	0	0	523	8	0	39	1	1	0	1	0	241	5.4
8.39	182.4	181-1123B-2H-4,49-51	60	0	0	1	14	0	0	70	1	6	0	0	0	16	190	5	0	0	3	0	0	0	366	7	0	22	0	1	0	4	0	129	4.1
8.50	185.1	181-1123B-2H-4,60-62	49	0	0	1	7	0	0	41	1	1	0	1	0	10	192	3	0	0	1	0	0	0	307	10	0	36	0	0	0	1	1	167	6.2
8.65	188.7	181-1123B-2H-4,75-77	52	0	0	0	11	0	3	51	3	9	0	1	0	24	136	21	0	0	2	0	0	0	313	13	0	71	0	0	0	2	0	137	5.0
8.70	190.0	181-1123B-2H-4,80-82	63	0	0	0	2	0	0	37	1	4	0	0	0	8	191	5	2	0	0	0	0	0	313	24	0	99	0	1	0	6	5	277	9.3
8.80	192.4	181-1123B-2H-4,90-92	68	0	0	0	7	0	1	45	2	6	0	0	0	11	123	6	0	0	2	0	0	0	271	16	0	56	0	1	0	5	13	270	10.5
8.88	194.4	181-1123B-2H-4,98-100	103	0	0	0	14	0	7	51	3	16	0	0	0	9	138	3	0	0	2	0	0	0	346	29	0	107	0	1	0	2	54	216	6.7
8.99	197.0	181-1123B-2H-4,109-111	85	1	0	0	3	0	5	29	1	0	0	0	0	7	184	4	5	0	0	0	1	0	325	18	0	142	0	1	0	11	47	242	8.1
9.10	199.7	181-1123B-2H-4,120-122	90	1	3	1	11	0	1	30	4	4	0	0	0	2	268	6	3	0	2	0	0	0	426	11	0	22	0	2	0	7	0	201	5.4
9.20	202.2	181-1123B-2H-4,130-132	86	0	2	0	3	0	1	37	2	2	0	0	0	4	200	9	0	0	3	0	0	0	349	13	0	14	0	1	0	5	1	215	6.9
9.43	207.8	181-1123B-2H-5,3-5	103	0	2	5	11	0	0	44	2	1	0	3	3	0	182	1	4	0	7	0	1	0	369	13	1	17	0	0	1	4	0	150	4.7
9.49	209.2	181-1123B-2H-5,9-11	100	0	1	3	13	0	2	39	6	1	0	3	0	6	147	0	4	1	5	0	0	0	331	14	0	14	0	0	0	0	0	165	5.6
9.60	211.9	181-1123B-2H-5,20-22	86	0	0	0	20	0	1	43	1	0	0	0	0	10	175	6	1	0	1	0	0	0	344	14	1	47	3	1	1	4	0	222	7.2
9.69	214.0	181-1123B-2H-5,29-31	61	0	1	0	27	0	1	86	12	1	0	1	1	10	183	6	14	0	2	0	0	0	406	9	0	4	0	0	0	1	0	185	5.3
9.80	216.7	181-1123B-2H-5,40-42	76	0	2	2	59	0	2	92	22	5	0	1	0	11	173	3	7	0	2	0	0	0	457	6	0	18	0	0	0	0	1	126	3.3
9.89	218.9	181-1123B-2H-5,49-51	76	0	1	0	34	0	2	48	7	5	0	7	0	5	120	0	8	0	2	0	0	0	315	4	0	19	0	0	0	1	1	102	3.8
10.00	221.5	181-1123B-2H-5,60-62	77	0	0	0	14	0	0	62	0	1	0	0	0	2	144	4	2	0	4	0	0	0	310	6	0	13	0	0	0	2	21	164	6.1
10.09	223.7	181-1123B-2H-5,69-71	98	0	0	1	9	0	0	81	6	1	0	0	0	1	189	6	0	0	6	0	0	0	398	5	0	17	0	1	0	0	2	216	6.3
10.20	226.3	181-1123B-2H-5,80-82	94	0	0	0	14	0	1	69	6	6	0	0	0	4	114	2	0	0	3	0	2	0	315	6	0	8	0	0	0	2	4	126	4.7
10.38	230.7	181-1123B-2H-5,98-100	100	0	0	0	5	0	1	67	0	5	0	0	0	5	113	2	1	0	0	0	0	0	299	14	1	50	0	0	0	0	0	192	7.1
10.50	233.6	181-1123B-2H-5,110-112	69	0	0	0	9	0	0	80	2	6	0	1	0	8	265	2	4	0	0	0	0	0	446	4	0	23	0	0	1	0	0	202	5.3
10.60	236.0	181-1123B-2H-5,120-122	51	0	0	0	7	0	2	74	3	3	0	0	0	16	198	4	3	0	1	0	0	0	362	5	0	14	0	1	0	0	0	165	5.3
10.70	238.4	181-1123B-2H-5,130-132	117	0	0	0	7	0	1	83	4	0	0	2	0	6	85	2	10	1	5	0	0	0	323	3	0	10	1	0	0	0	0	116	4.3
10.80	240.8	181-1123B-2H-5,140-142	104	0	0	0	18	0	0	82	5	2	0	7	0	10	119	1	29	1	9	0	1	0	388	1	0	16	1	0	0	0	0	78	2.4
10.93	243.6	181-1123B-2H-6,3-5	80	0	0	0	12	0	1	45	1	7	0	1	1	13	175	8	3	0	7	0	1	0	355	5	0	28	0	0	0	0	1	147	4.9
10.99	244.8	181-1123B-2H-6,9-11	69	0	0	0	15	0	1	58	0	8	0	0	0	12	161	14	3	0	5	0	0	0	346	11	1	9	0	0	0	2	0	243	7.8
11.10	246.9	181-1123B-2H-6,20-22	96	0	0	0	24	0	2	65	0	8	0	0	1	17	106	9	0	0	1	0	0	0	329	8	0	51	0	0	0	0	0	346	11.4
11.19	248.7	181-1123B-2H-6,29-31	75	1	0	0	12	0	0	62	0	5	0	0	0	12	129	16	2	0	3	0	1	0	318	10	0	36	0	0	1	0	0	320	10.9
11.30	250.9	181-1123B-2H-6,40-42	54	0	0	0	6	0	0	62	0	2	0	2	1	7	255	11	1	0	7	0	2	0	410	4	0	59	0	0	0	2	0	252	7.1
11.33	260.4	181-1123C-2H-2,83-85	96	0	0	0	2	0	0	35	1	0	0	0	0	2	145	5	1	0	2	0	0	0	289	6	0	75	0	0	0	2	2	106	4.3
11.39	252.7	181-1123B-2H-6,49-51	64	0	0	0	13	0	0	44	0	2	0	1	0	10	327	10	1	0	4	0	0	0	476	3	0	38	0	0	0	1	0	213	5.3
11.50	254.8	181-1123B-2H-6,60-62	60	0	0	0	10	0	2	32	0	3	0	1	0	3	262	1	1	0	6	0	0	0	381	2	0	22	0	0	0	2	0	121	3.8
11.52	264.1	181-1123C-2H-2,102-104	113	0	0	0	6	0	0	49	1	3	0	2	0	7	72	5	1	0	1	0	0	0	260	10	1	75	0	1	0	1	506	422	16.3
11.60	256.8	181-1123B-2H-6,70-72	58	0	0	0	8	0	1	21	0	2	0	0	0	3	202	6	1	0	6	0	1	0	309	6	0	59	0	0	0	0	0	139	5.2
11.65	266.6	181-1123C-2H-2,115-117	89	4	0	0	5	0	1	38	0	4	0	0	0	4	120	8	0	0	7	0	0	0	280	7	0	44	0	0	0	7	0	216	8.6
11.70	258.8	181-1123B-2H-6,80-82	96	0	0	0	1	0	0	32	2	3	0	0	1	1	195	7	1	0	4	0	0	0	343	4	0	94	0	0	0	1	4	146	5.0
11.73	268.2	181-1123C-2H-2,123-125	78	0	1	0	7	0	0	40	0	0	0	0	0	10	117	9	0	0	2	0	0	0	264	9	0	108	0	0	0	7	1	250	10.3
12.02	273.9	181-1123C-2H-3,2-4	89	2	0	0	4	0	0	43	0	2	0	1	0	12	151	5	0	0	2	0	0	0	311	5	0	88	0	1	0	12	0	283	10.1
12.15	276.4	181-1123C-2H-3,15-17	72	2	0	0	3	0	1	49	0	2	0	0	0	5	179	3	0	0	0	0	0	0	316	8	0	116	0	0	0	10	0	260	9.1
12.27	278.8	181-1123C-2H-3,27-29	79	0	0	0	17	0	1	74	1	2	0	1	0	10	255	8	1	0	1	0	0	0	450	10	1	52	0	1	0	4	0	254	6.5
12.37	280.7	181-1123C-2H-3,37-39	48	0	0	2	7	0	1	41	3	2	0	0	0	6	166	9	0	0	1	0	0	0	286	9	0	30	0	1	0	0	0	168	6.6
12.47	282.7	181-1123C-2H-3,47-49	103	0	0	0	14	0	1	75	10	0	0	1	0	7	184	3	0	0	2	0	1	0	401	9	0	17	0	0	1	1	1	185	5.3
12.57	284.6	181-1123C-2H-3,57-59	98	0	0	0	17	0	0	59	2	0	0	5	0	6	228	5	5	0	5	0	0	0	430	13	0	15	0	0	0	0	4	156	4.2
12.68	286.8	181-1123C-2H-3,68-70	94	0	0	0	8	0	1	31	3	0	0	0	0	6	200	3	1	0	4	0	0	0	351	6	0	13	0	0	0	1	81	100	3.4
12.78	288.7	181-1123C-2H-3,78-80	98	0	0	1	10	0	0	25	1	2	0	0	0	9	172	4	2	0	1	0	0	0	325	3	0	23	0	0	0	6	0	160	5.7
12.84	289.9	181-1123C-2H-3,84-86	84	0	0	1	20	0	1	47	2	0	0	0	0	9	213	5	1	0	3	0	0	0	386	9	0	17	0	0	0	6	0	119	3.6
12.97	292.5	181-1123C-2H-3,97-99	93	0	0	0	7	0	4	54	4	2	0	0	0	4	238	3	1	0	3	0	0	0	413	2	0	19	0	0	0	12	0	163	4.7
13.06	294.2	181-1123C-2H-3,106-108	60	0	0	1	7	0	0	14	0	0	0	1	0	3	193	3	1	0	2	0	0	0	285	12	0	30	0	0	1	3	0	138	5.5
13.13	295.6	181-1123C-2H-3,113-115	75	0	0	1	11	0	1	25	0	0	0	0	0	3	299	6	4	0	0	0	0	0	425	9	0	39	0	0	0	4	0	203	5.5
13.23	297.6	181-1123C-2H-3,123-125	102	0	0	0	9	0	0	35	0	0	0	0	0	9	161	4	1	0	1	0	0	0	322	5	0	28	0	0	0	3	1	117	4.3
13.33	299.5	181-1123C-2H-3,133-135	75	0	0	0	5	0	3	43	0	0	0	0	0	12	138	6	1	0	0	0	0	0	283	3	0	20	0	0	0	0	53	96	4.0
13.43	301.5	181-1123C-2H-3,143-145	69	0	0	0	9	0	0	33	0	0	0	0	0	6	170	8	1	0	1	0	0	0	297	10	1	88	0	1	0	9	1	152	5.8
13.57	304.0	181-1123C-2H-4,7-9	91	0	0	0	20	0	1	42	0	0	0	0	0	6	180	0	1	0	4	0	0	0	345	4	0	19	0	1	0	6	0	160	5.4
13.68	305.9	181-1123C-2H-4,18-20	61	0	0	1	14	0	0	30	2	1	0	1	0	1	194	3	0	0	5	0	0	0	313	13	0	46	0	0	0	7	0	143	5.2
13.72	306.6	181-1123C-2H-4,22-24	75	0	0	2	5	0	0	14	0	0	0	0	0	2	198	5	0	0	2	0	0	0	303	9	0	39	0	2	0	7	0	153	5.8
13.81	308.2	181-1123C-2H-4,31-33	89	0	0	0	16	0	0	47	2	0	0	2	0	7	233	4	14	0	3	0	0	0	417	6	0	16	0	0	0	6	0	133	3.8
13.98	311.1	181-1123C-2H-4,48-50	100	0	0	0	25	0	0	27	1	1	0	2	0	4	202	1	3	0	2	0	0	0	368	11	0	7	0	0	0	4	0	128	4.1
14.00	352.2	181-1123B-3H-1,110-112	130	0	1	1	18	0	1	44	0	0	0	0	0	18	129	6	4	0	2	0	0	0	354	12	0	33	0	0	1	0	0	194	6.2
14.02	353.0	181-1123B-3H-1,112-113	135	0	1	2	10	0	0	47	0	1	0	0	0	5	104	5	2	0	1	0	0	0	313	10	0	25	2	1	0	2	0	189	6.8
14.10	354.9	181-1123B-3H-1,120-124	127	1	3	1	28	0	0	59	0	0	0	0	0	1	39	4	10	0	6	0	0	0	279	11	0	24	0	0	0	1	0	208	8.2
14.17	314.4	181-1123C-2H-4,67-69	132	0	0	2	4	0	0	18	1	0	0	1	1	0	179	2	4	0	5	0	0	0	349	10	0	6	0	1	1	5	0	179	5.9
14.21	356.9	181-1123B-3H-1,131-135	130	0	4	1	33	0	1	50	1	5	0	1	0	20	68	7	0	0	4	0	0	0	325	6	0	17	0	0	1	1	0	246	8.5
14.27	316.2	181-1123C-2H-4,77-79	125	0	0	3	3	0	0	10	1	0	0	2	0	3	170	0	1	0	9	0	0	0	327	12	0	51	0	1	0	4	0	199	6.8
14.30	358.9	181-1123B-3H-1,140-144	122	2	1	3	47	0	2	54	1	4	0	0	0	12	61	3	5	0	2	0	0	0	319	14	0	52	0	0	0	9	0	279	9.5
14.38	318.1	181-1123C-2H-4,88-90	116	0	0	0	7	0	0	6	1	1	0	0	0	2	159	4	0	0	2	0	2	0	300	12	0	54	0	2	1	14	0	176	6.6
14.40	361.1	181-1123B-3H-2,0-5	145	0	4	0	36	0	0	49	6	7	0	3	0	7	69	2	1	0	2	0	0	0	331	9	0	91	0	0	1	5	0	290	9.6
14.47	361.5	181-1123B-3H-2,7-9	124	0	2	0	39	0	0	31	1	8	0	1	0	11	78	1	3	0	3	0	0	0	302	7	0	68	0	0	0	16	0	292	10.6
14.48	319.8	181-1123C-2H-4,98-100	109	0	0	0	1	0	0	8	1	1	0	1	0	2	175	7	0	0	1	0	0	0	306	13	0	97	0	0	1	3	4	158	5.8
14.52	320.5	181-1123C-2H-4,102-104	105	0	0	0	10	0	0	3	0	0	0	0	0	2	168	4	2	0	2	0	1	0	297	17	0	86	1	0	1	9	6	205	7.5
14.54	362.9	181-1123B-3H-2,14-16	80	0	2	2	22	0	0	31	0	0	0	0	1	6	122	3	2	0	0	0	0	0	271	5	0	43	0	0	0	12	0	179	7.5
14.62	322.3	181-1123C-2H-4,112-114	98	0	0	1	28	0	1	12	0	1	0	0	0	2	175	4	0	0	1	0	0	0	323	12	2	53	1	1	0	0	24	218	7.5
14.64	364.9	181-1123B-3H-2,24-26	100	0	1	0	24	0	1	31	0	0	0	1	1	8	127	4	1	0	1	0	0	0	300	12	1	90	0	0	1	9	0	262	9.5
14.72	324.0	181-1123C-2H-4,122-124	104	0	0	2	11	0	1	30	0	0	0	1	0	6	152	7	5	0	9	0	0	0	328	13	0	37	0	0	0	2	2	277	9.2
14.74	366.8	181-1123B-3H-2,34-36	64	0	0	1	32	0	0	25	0	0	0	1	0	1	166	1	1	0	6	0	0	0	298	8	0	38	1	0	0	64	0	236	8.8
14.84	368.8	181-1123B-3H-2,44-46	66	0	2	0	23	0	1	47	0	0	0	1	0	5	160	1	0	0	1	0	0	0	307	3	1	8	0	0	0	4	0	195	7.3
14.88	326.8	181-1123C-2H-4,138-140	127	0	0	1	17	0	0	29	5	1	0	1	0	4	99	3	4	0	7	0	2	0	300	6	0	8	0	0	0	0	2	188	7.1
14.94	370.8	181-1123B-3H-2,54-56	106	0	0	1	26	0	1	81	4	3	0	2	2	10	314	3	7	0	0	0	1	0	561	5	0	10	0	0	1	5	0	238	5.0
14.97	328.4	181-1123C-2H-4,147-149	110	0	0	0	44	0	2	28	2	1	0	3	1	6	80	1	18	0	15	0	1	1	313	2	0	8	0	1	1	5	6	106	4.0
15.01	332.7	181-1123C-2H-5,1-3	143	0	0	2	40	0	2	70	7	2	0	11	1	10	170	7	38	0	14	0	3	0	520	5	0	13	0	0	1	2	5	91	2.1
15.04	372.8	181-1123B-3H-2,64-66	103	0	1	0	29	0	2	37	0	0	0	3	0	10	174	2	12	0	5	0	0	0	378	2	0	21	0	0	0	8	0	158	4.9
