167	1012	A	4	H	1	125	129	26.9	329.5	2.96	2.96	-1.97	Uvigerina.spp.
167	1012	B	3	H	6	85	89	26.98	330.53	2.71	3.35	-1.19	C.wuellerstorfi
167	1012	A	4	H	1	135	139	27	330.79	2.43	3.07	-0.81	C.wuellerstorfi
167	1012	A	4	H	1	145	149	27.1	332.15	2.96	2.96	-1.81	Uvigerina.spp.
167	1012	B	3	H	6	105	109	27.18	333.29	3.23	3.23	-1.32	Uvigerina.spp.
167	1012	A	4	H	2	5	9	27.2	333.58	2.67	3.31	-0.44	C.wuellerstorfi
167	1012	B	3	H	6	115	119	27.28	334.78	3.24	3.24	-1.55	Uvigerina.spp.
167	1012	A	4	H	2	15	19	27.3	335.09	3.22	3.86	-0.71	C.wuellerstorfi
167	1012	B	3	H	6	125	129	27.38	336.35	3.74	3.74	-1.55	Uvigerina.spp.
167	1012	A	4	H	2	25	29	27.4	336.68	2.54	3.18	-0.67	C.wuellerstorfi
167	1012	B	3	H	6	135	139	27.48	338.03	4.11	4.11	-1.48	Uvigerina.spp.
167	1012	B	3	H	6	145	149	27.58	339.77	3.82	4.46	-0.58	C.wuellerstorfi
167	1012	B	3	H	7	5	9	27.68	341.5	3.98	4.62	-0.68	C.wuellerstorfi
167	1012	A	4	H	2	55	59	27.7	341.83	3.77	4.41	-0.7	C.wuellerstorfi
167	1012	B	3	H	7	15	19	27.78	343.11	4.07	4.71	-0.66	C.wuellerstorfi
167	1012	A	4	H	2	65	69	27.8	343.41	3.96	4.6	-0.89	C.wuellerstorfi
167	1012	B	3	H	7	25	29	27.88	344.54	3.96	4.6	-0.54	C.wuellerstorfi
167	1012	A	4	H	2	75	79	27.9	344.78	4.01	4.65	-0.71	C.wuellerstorfi
167	1012	A	4	H	2	85	89	28	345.91	3.73	4.37	-0.75	C.wuellerstorfi
167	1012	B	3	H	7	45	49	28.08	346.71	3.88	4.52	-0.62	C.wuellerstorfi
167	1012	B	3	H	7	55	59	28.18	347.63	3.76	4.4	-0.59	C.wuellerstorfi
167	1012	B	3	H	7	64	68	28.28	348.48	3.66	4.3	-0.68	C.wuellerstorfi
167	1012	B	4	H	1	45	49	29.38	362.44	3.58	4.22	-0.45	C.wuellerstorfi
167	1012	B	4	H	1	55	59	29.48	363.64	4.03	4.03	-1.69	Uvigerina.spp.
167	1012	B	4	H	1	65	69	29.58	364.9	3.37	4.01	-0.35	C.wuellerstorfi
167	1012	B	4	H	1	75	79	29.68	366.3	3.99	3.99	-1.71	Uvigerina.spp.
167	1012	B	4	H	1	85	89	29.78	368.31	3.29	3.93	-0.32	C.wuellerstorfi
167	1012	B	4	H	1	95	99	29.88	371.12	3.34	3.98	-0.38	C.wuellerstorfi
167	1012	B	4	H	1	105	109	29.98	374.11	3.4	4.04	-0.2	C.wuellerstorfi
167	1012	B	4	H	1	115	119	30.08	376.74	3.47	4.11	-0.16	C.wuellerstorfi
167	1012	B	4	H	1	125	129	30.18	378.63	3.27	3.91	-0.34	C.wuellerstorfi
167	1012	B	4	H	1	145	149	30.38	381.75	3.77	3.77	-1.28	Uvigerina.spp.
167	1012	B	4	H	2	5	9	30.48	383.09	3.12	3.76	-0.09	C.wuellerstorfi
167	1012	B	4	H	2	15	19	30.58	384.43	3.11	3.75	-0.32	C.wuellerstorfi
167	1012	B	4	H	2	25	29	30.68	385.86	3.83	3.83	-1.48	Uvigerina.spp.
167	1012	B	4	H	2	35	39	30.78	387.53	3.11	3.75	-0.1	C.wuellerstorfi
167	1012	B	4	H	2	45	49	30.88	389.53	3.05	3.69	-0.31	C.wuellerstorfi
167	1012	B	4	H	2	55	59	30.98	391.83	2.83	3.47	0	C.wuellerstorfi
167	1012	B	4	H	2	65	69	31.08	394.34	2.86	3.5	-0.04	C.wuellerstorfi
167	1012	B	4	H	2	75	79	31.18	396.96	2.61	3.25	0.02	C.wuellerstorfi
167	1012	B	4	H	2	85	89	31.28	399.3	3.58	3.58	-1.4	Uvigerina.spp.
167	1012	B	4	H	2	95	99	31.38	401.69	2.96	2.96	-1.04	Uvigerina.spp.
167	1012	B	4	H	2	115	119	31.58	404.35	2.26	2.9	-0.4	C.wuellerstorfi
167	1012	B	4	H	2	125	129	31.68	405	2.52	3.16	-0.48	C.wuellerstorfi
167	1012	B	4	H	2	135	139	31.78	405.69	2.25	2.89	0	C.wuellerstorfi
167	1012	B	4	H	2	145	149	31.88	406.45	2.68	3.32	0	C.wuellerstorfi
167	1012	B	4	H	3	5	9	31.98	407.33	2.98	2.98	-1.04	Uvigerina.spp.
167	1012	B	4	H	3	15	19	32.08	408.39	2.34	2.98	-0.21	C.wuellerstorfi
167	1012	B	4	H	3	25	29	32.18	409.69	3.11	3.11	-0.93	Uvigerina.spp.
167	1012	B	4	H	3	35	39	32.28	411.26	3.39	3.39	-0.47	Uvigerina.spp.
167	1012	B	4	H	3	45	49	32.38	412.96	2.94	3.58	-0.83	C.wuellerstorfi
167	1012	B	4	H	3	55	59	32.48	414.59	2.74	3.38	-0.78	C.wuellerstorfi
167	1012	B	4	H	3	65	69	32.58	416.12	2.64	3.28	-0.67	C.wuellerstorfi
167	1012	B	4	H	3	75	79	32.68	417.6	2.76	3.4	-0.93	C.wuellerstorfi
167	1012	B	4	H	3	85	89	32.78	419.07	2.81	3.45	-0.94	C.wuellerstorfi
167	1012	B	4	H	3	95	99	32.88	420.54	2.83	3.47	-0.79	C.wuellerstorfi
167	1012	B	4	H	3	105	109	32.98	422	2.46	3.1	-1.17	C.wuellerstorfi
167	1012	B	4	H	3	115	119	33.08	423.28	3.44	4.08	-0.53	C.wuellerstorfi
167	1012	B	4	H	3	125	129	33.18	424.48	3.4	4.04	-0.55	C.wuellerstorfi
167	1012	B	4	H	3	125	129	33.18	424.48	4.16	4.16	-0.94	Uvigerina.spp.
167	1012	B	4	H	3	135	139	33.28	425.73	2.87	3.51	-0.34	C.wuellerstorfi
167	1012	B	4	H	3	145	149	33.38	427.07	3.49	4.13	-0.68	C.wuellerstorfi
167	1012	B	4	H	4	5	9	33.48	428.51	3.99	4.63	-0.75	C.wuellerstorfi
167	1012	B	4	H	4	15	19	33.58	430.03	3.19	3.83	-0.92	C.wuellerstorfi
167	1012	B	4	H	4	25	29	33.68	431.57	4.36	5	-0.58	C.wuellerstorfi
167	1012	B	4	H	4	35	39	33.78	433.01	4.29	4.93	-0.57	C.wuellerstorfi
167	1012	B	4	H	4	45	49	33.88	434.37	4.22	4.86	-0.57	C.wuellerstorfi
167	1012	B	4	H	4	55	59	33.98	435.83	4.32	4.96	-0.44	C.wuellerstorfi
167	1012	B	4	H	4	65	69	34.08	437.13	4.27	4.91	-0.56	C.wuellerstorfi
167	1012	B	4	H	4	85	89	34.28	439.83	4.19	4.83	-0.58	C.wuellerstorfi
167	1012	B	4	H	4	95	99	34.38	441.58	4.01	4.65	-0.5	C.wuellerstorfi
167	1012	B	4	H	4	105	109	34.48	442.85	3.78	4.42	-0.76	C.wuellerstorfi
167	1012	B	4	H	4	115	119	34.58	444.02	4.05	4.69	-0.52	C.wuellerstorfi
167	1012	B	4	H	4	125	129	34.68	445.23	3.95	4.59	-0.7	C.wuellerstorfi
167	1012	B	4	H	4	135	139	34.78	446.44	3.95	4.59	-0.7	C.wuellerstorfi
167	1012	B	4	H	4	145	149	34.88	447.63	3.89	4.53	-0.73	C.wuellerstorfi
167	1012	B	4	H	5	5	9	34.98	448.81	3.75	4.39	-0.6	C.wuellerstorfi
167	1012	B	4	H	5	15	19	35.08	449.98	3.93	4.57	-0.54	C.wuellerstorfi
167	1012	B	4	H	5	25	29	35.18	451.17	3.84	4.48	-0.64	C.wuellerstorfi
167	1012	B	4	H	5	35	39	35.28	452.75	3.78	4.42	-0.61	C.wuellerstorfi
167	1012	B	4	H	5	45	49	35.38	454.4	3.75	4.39	-0.57	C.wuellerstorfi
167	1012	B	4	H	5	55	59	35.48	456.01	3.71	4.35	-0.61	C.wuellerstorfi
167	1012	B	4	H	5	65	69	35.58	457.56	3.7	4.34	-0.49	C.wuellerstorfi
167	1012	B	4	H	5	75	79	35.68	459	3.71	4.35	-0.57	C.wuellerstorfi
167	1012	B	4	H	5	85	89	35.78	460.34	3.59	4.23	-0.51	C.wuellerstorfi
167	1012	B	4	H	5	95	99	35.88	461.57	3.56	4.2	-0.49	C.wuellerstorfi
167	1012	B	4	H	5	105	109	35.98	462.7	3.39	4.03	-0.34	C.wuellerstorfi
167	1012	B	4	H	5	145	149	36.38	473.54	3.96	3.96	-0.82	Uvigerina.spp.
167	1012	B	4	H	6	15	19	36.58	480.3	3.1	3.74	-0.03	C.wuellerstorfi
167	1012	B	4	H	6	25	29	36.68	483.97	3.06	3.7	0.09	C.wuellerstorfi
167	1012	B	4	H	6	35	39	36.78	486.39	2.96	3.6	0.02	C.wuellerstorfi
167	1012	B	4	H	6	45	49	36.88	488.11	2.46	3.1	-0.22	C.wuellerstorfi
167	1012	B	4	H	6	55	59	36.98	489.51	2.76	3.4	0.09	C.wuellerstorfi
167	1012	B	4	H	6	65	69	37.08	490.92	2.65	3.29	-0.02	C.wuellerstorfi
167	1012	B	4	H	6	75	79	37.18	492.62	2.79	3.43	-0.07	C.wuellerstorfi
167	1012	B	4	H	6	105	109	37.48	500.2	2.84	3.48	-0.13	C.wuellerstorfi
167	1012	B	4	H	6	125	129	37.68	502.58	3.04	3.68	0.02	C.wuellerstorfi
167	1012	B	4	H	6	135	139	37.78	503.63	2.99	3.63	-0.02	C.wuellerstorfi
167	1012	B	4	H	6	145	149	37.88	505.16	3.01	3.65	-0.18	C.wuellerstorfi
167	1012	B	4	H	7	5	9	37.98	506.99	3.12	3.76	0	C.wuellerstorfi
167	1012	B	4	H	7	15	19	38.08	509.17	3.45	4.09	-0.01	C.wuellerstorfi
167	1012	B	4	H	7	15	19	38.08	509.17	3.2	3.84	-0.18	C.wuellerstorfi
167	1012	B	4	H	7	25	29	38.18	511.25	3.27	3.91	-0.19	C.wuellerstorfi
167	1012	B	4	H	7	35	39	38.28	512	3.28	3.92	0.18	C.wuellerstorfi
167	1012	B	4	H	7	45	49	38.38	512.75	3.39	4.03	-0.12	C.wuellerstorfi
167	1012	B	4	H	7	55	59	38.48	513.5	3.3	3.94	0.3	C.wuellerstorfi

